rat_ID,rat_name,detail,Freq,Dur,dB,dprime,Rxn,line,genotype,sex
184,BP2,Alone,0,300,30,2.76383025841978,312.777754418812,Fmr1-LE,WT,M
184,BP2,Alone,0,300,40,3.09537605272928,254.575324769904,Fmr1-LE,WT,M
184,BP2,Alone,0,300,50,3.20597472476397,212.463634588092,Fmr1-LE,WT,M
184,BP2,Alone,0,300,60,3.05507685332886,266.438493322192,Fmr1-LE,WT,M
184,BP2,Alone,0,300,70,3.1750120400804,278.354766836889,Fmr1-LE,WT,M
184,BP2,Alone,0,300,80,3.52137745944522,105.959739565016,Fmr1-LE,WT,M
139,RP3,Alone,0,300,10,0.0573594185850162,1294.35206666667,Tsc2-LE,Het,M
141,RP5,Alone,0,300,10,-0.256381602708591,910.1781,Tsc2-LE,Het,M
141,RP5,Alone,0,300,20,1.8303091318163,418.378444668926,Tsc2-LE,Het,M
141,RP5,Alone,0,300,30,3.62465798652461,209.737359617291,Tsc2-LE,Het,M
141,RP5,Alone,0,300,40,3.54295858955581,176.595651603137,Tsc2-LE,Het,M
141,RP5,Alone,0,300,50,3.6565135038303,160.877843395385,Tsc2-LE,Het,M
141,RP5,Alone,0,300,60,3.73273772451542,144.474365378719,Tsc2-LE,Het,M
141,RP5,Alone,0,300,70,3.63351094307625,126.122275735477,Tsc2-LE,Het,M
182,BP5,Alone,0,300,20,0.547953483421574,623.893786943866,Fmr1-LE,KO,M
182,BP5,Alone,0,300,30,2.35852527360973,335.250095565414,Fmr1-LE,KO,M
182,BP5,Alone,0,300,40,3.06906244666972,258.928755564219,Fmr1-LE,KO,M
182,BP5,Alone,0,300,50,3.21132018846298,245.471902761449,Fmr1-LE,KO,M
182,BP5,Alone,0,300,60,2.9879715723194,222.218320487548,Fmr1-LE,KO,M
182,BP5,Alone,0,300,70,3.15248056580266,200.650757720704,Fmr1-LE,KO,M
182,BP5,Alone,0,300,80,3.43785582129811,165.778874221794,Fmr1-LE,KO,M
137,RP1,Alone,0,300,15,0.20750623395331,644.086400167084,Tsc2-LE,WT,M
137,RP1,Alone,0,300,25,2.40933037430067,274.101927662957,Tsc2-LE,WT,M
137,RP1,Alone,0,300,35,2.56629644501102,232.779015565145,Tsc2-LE,WT,M
138,RP2,Alone,0,300,15,0.755937911570778,712.3246940783,Tsc2-LE,Het,M
138,RP2,Alone,0,300,25,2.65919931437472,247.22664627883,Tsc2-LE,Het,M
138,RP2,Alone,0,300,35,2.81345957995546,190.314226335756,Tsc2-LE,Het,M
141,RP5,Alone,0,100,10,0.169806957174756,961.489517857143,Tsc2-LE,Het,M
180,BP1,Alone,0,300,20,1.40615627133764,471.693739112005,Fmr1-LE,KO,M
180,BP1,Alone,0,300,30,2.79759017609243,190.612420455862,Fmr1-LE,KO,M
180,BP1,Alone,0,300,40,2.97144145577362,156.585969690393,Fmr1-LE,KO,M
180,BP1,Alone,0,300,50,2.8871087407008,138.322846015603,Fmr1-LE,KO,M
180,BP1,Alone,0,300,60,3.03868621531056,114.22632052879,Fmr1-LE,KO,M
180,BP1,Alone,0,300,70,3.03875923036023,100.183974269628,Fmr1-LE,KO,M
180,BP1,Alone,0,300,80,3.07950622906678,80.3907609180827,Fmr1-LE,KO,M
185,BP4,Alone,0,300,20,1.79607564219833,484.233121271251,Fmr1-LE,WT,M
185,BP4,Alone,0,300,30,3.17569258540338,297.403149821946,Fmr1-LE,WT,M
185,BP4,Alone,0,300,40,3.13151746333369,273.239634845094,Fmr1-LE,WT,M
185,BP4,Alone,0,300,50,3.37698393431849,233.535184633588,Fmr1-LE,WT,M
185,BP4,Alone,0,300,60,3.4554613172793,232.011490143572,Fmr1-LE,WT,M
